id,address,lat,lng,house_no,city,state_code,zip_code
1966,"3165 US Highway 227, Carrollton, KY 41008 USA",38.67588,-85.1511,3165,Carrollton,KY,41008
1949,"15652 State Route 180, Catlettsburg, KY 41129 USA",38.3572,-82.6965,15652,Catlettsburg,KY,41129
855,"520 Main St, Centertown, KY 42328 USA",37.41739,-86.9973,520,Centertown,KY,42328
538,"55 Samuels Rd, Coxs Creek, KY 40013 USA",37.89826,-85.474,55,Coxs Creek,KY,40013
1403,"6402 Lagrange Rd, Crestwood, KY 40014 USA",38.33069,-85.4647,6402,Crestwood,KY,40014
403,"103 E Pleasant St, Cynthiana, KY 41031 USA",38.39019,-84.2966,103,Cynthiana,KY,41031
1070,"590 US Highway 41A S, Dixon, KY 42409 USA",37.40271,-87.7287,590,Dixon,KY,42409
1915,"145 Britmart Rd, Elkton, KY 42220 USA",36.84798,-87.3023,145,Elkton,KY,42220
1169,"24 Sandidge Rd, Eubank, KY 42567 USA",37.26617,-84.6425,24,Eubank,KY,42567
1120,"4815 Morehead Rd, Flemingsburg, KY 41041 USA",38.39248,-83.6887,4815,Flemingsburg,KY,41041
483,"219 State Route 54 E, Fordsville, KY 42343 USA",37.6346,-86.7106,219,Fordsville,KY,42343
1100,"2069 Edmonton Rd, Glasgow, KY 42141 USA",37.00949,-85.8793,2069,Glasgow,KY,42141
256,"11538 Danville Hwy, Gravel Switch, KY 40328 USA",37.59107,-85.0486,11538,Gravel Switch,KY,40328
815,"100 Bellefonte Dr, Grayson, KY 41143 USA",38.34556,-82.9319,100,Grayson,KY,41143
840,"420 S Carol Malone Blvd, Grayson, KY 41143 USA",38.32389,-82.9478,420,Grayson,KY,41143
1105,"601 Cw Stevens Blvd, Grayson, KY 41143 USA",38.34673,-82.9368,601,Grayson,KY,41143
1627,"852 N Carol Malone Blvd, Grayson, KY 41143 USA",38.34246,-82.9418,852,Grayson,KY,41143
263,"870 Campbellsville Rd, Greensburg, KY 42743 USA",37.27242,-85.494,870,Greensburg,KY,42743
1321,"5495 Hodgenville Rd, Greensburg, KY 42743 USA",37.32996,-85.5498,5495,Greensburg,KY,42743
1567,"6851 Ky Route 979, Grethel, KY 41631 USA",37.47864,-82.6571,6851,Grethel,KY,41631
20,"7435 Hanson Rd, Hanson, KY 42413 USA",37.4197,-87.4819,7435,Hanson,KY,42413
567,"2883 E 60 Hwy, Harned, KY 40144 USA",37.75213,-86.4094,2883,Harned,KY,40144
241,"344 S College St, Harrodsburg, KY 40330 USA",37.75919,-84.8464,344,Harrodsburg,KY,40330
1614,"501 Joseph Dr, Harrodsburg, KY 40330 USA",37.74459,-84.8419,501,Harrodsburg,KY,40330
1216,"108 E Main St, Hazard, KY 41701 USA",37.24611,-83.1903,108,Hazard,KY,41701
1091,"70 State Route 408 W, Hickory, KY 42051 USA",36.85575,-88.6695,70,Hickory,KY,42051
1977,"685 N Lincoln Blvd, Hodgenville, KY 42748 USA",37.58246,-85.7368,685,Hodgenville,KY,42748
1113,"1208 Kentucky Ave, Kevil, KY 42053 USA",37.08339,-88.889,1208,Kevil,KY,42053
1127,"3501 Kelley Rd, Kevil, KY 42053 USA",37.06759,-88.8101,3501,Kevil,KY,42053
1612,"11900 S Preston Hwy, Lebanon Junction, KY 40150 USA",37.83536,-85.7289,11900,Lebanon Junction,KY,40150
863,"1527 US Highway 60 W, Ledbetter, KY 42058 USA",37.04862,-88.4829,1527,Ledbetter,KY,42058
72,"339 S Main St, Leitchfield, KY 42754 USA",37.47572,-86.2937,339,Leitchfield,KY,42754
1061,"6530 Anneta Rd, Leitchfield, KY 42754 USA",37.40565,-86.2472,6530,Leitchfield,KY,42754
1195,"15851 S Highway 259, Leitchfield, KY 42754 USA",37.61073,-86.348,15851,Leitchfield,KY,42754
1960,"671 Wolford Ave, Liberty, KY 42539 USA",37.32319,-84.9279,671,Liberty,KY,42539
580,"828 S Main St, London, KY 40741 USA",37.12221,-84.0772,828,London,KY,40741
1422,"600 Industrial Blvd, London, KY 40741 USA",37.14247,-84.1853,600,London,KY,40741
1437,"4871 Highway 52, Loretto, KY 40037 USA",37.635,-85.4004,4871,Loretto,KY,40037
295,"100 Dennison Ln, Louisa, KY 41230 USA",38.11425,-82.6032,100,Louisa,KY,41230
1817,"100 Urton Ln, Louisville, KY 40223 USA",38.24171,-85.5102,100,Louisville,KY,40223
1818,"100 Urton Ln Ste 102, Louisville, KY 40223 USA",38.2416,-85.5105,100,Louisville,KY,40223
59,"8825 Highway # 2830, Maceo, KY 42355 USA",37.85927,-86.9999,8825,Maceo,KY,42355
1322,"672 S Main St, Marion, KY 42064 USA",37.32474,-88.0823,672,Marion,KY,42064
1808,"28 McCord Ln, Milton, KY 40045 USA",38.70242,-85.3723,28,Milton,KY,40045
618,"816 S Main St, Morgantown, KY 42261 USA",37.21769,-86.6952,816,Morgantown,KY,42261
1887,"115 N Hopkinsville Rd, Mortons Gap, KY 42440 USA",37.23553,-87.4767,115,Mortons Gap,KY,42440
662,"117 S Bardstown Rd, Mount Washington, KY 40047 USA",38.04754,-85.5413,117,Mount Washington,KY,40047
908,"11099 Highway 44 E, Mount Washington, KY 40047 USA",38.05189,-85.5357,11099,Mount Washington,KY,40047
1028,"200 Spring Place Dr, Mount Washington, KY 40047 USA",38.05066,-85.5361,200,Mount Washington,KY,40047
1765,"4471 Springhill Dr, Owensboro, KY 42303 USA",37.74401,-87.0427,4471,Owensboro,KY,42303
1112,"11590 Highway 127 S, Owenton, KY 40359 USA",38.41546,-84.8562,11590,Owenton,KY,40359
1177,"311 S Main St, Owenton, KY 40359 USA",38.53279,-84.8347,311,Owenton,KY,40359
675,"6115 Benton Rd, Paducah, KY 42003 USA",37.00435,-88.5308,6115,Paducah,KY,42003
1133,"9640 Millard Hwy, Pikeville, KY 41501 USA",37.37057,-82.4207,9640,Pikeville,KY,41501
1346,"290 N Lake Dr, Prestonsburg, KY 41653 USA",37.67292,-82.7771,290,Prestonsburg,KY,41653
1621,"111 US Highway 41A N, Providence, KY 42450 USA",37.40964,-87.7324,111,Providence,KY,42450
958,"6501 Hwy 416 W, Robards, KY 42452 USA",37.69031,-87.5201,6501,Robards,KY,42452
1377,"37 Franklin Rd, Russellville, KY 42276 USA",36.84268,-86.8718,37,Russellville,KY,42276
1584,"12100 St Hwy 81 South, Sacramento, KY 42372 USA",37.40469,-87.2603,12100,Sacramento,KY,42372
42,"6330 Nortonville Rd, Saint Charles, KY 42453 USA",37.18361,-87.5582,6330,Saint Charles,KY,42453
588,"986 Breckenridge Ln, Saint Matthews, KY 40207 USA",38.2324,-85.6398,986,Saint Matthews,KY,40207
657,"415 Bloomington Loop, Salyersville, KY 41465 USA",37.80988,-83.1596,415,Salyersville,KY,41465
1958,"8135 New Glasgow Rd, Scottsville, KY 42164 USA",36.83214,-86.1091,8135,Scottsville,KY,42164
1535,"9251 US Highway 41A N, Sebree, KY 42455 USA",37.51842,-87.6832,9251,Sebree,KY,42455
1141,"1830 Midland Trl, Shelbyville, KY 40065 USA",38.21208,-85.248,1830,Shelbyville,KY,40065
1578,"4925 N Preston Hwy, Shepherdsville, KY 40165 USA",38.05278,-85.6768,4925,Shepherdsville,KY,40165
1393,"4406 Dixie Hwy, Shively, KY 40216 USA",38.18365,-85.8162,4406,Shively,KY,40216
843,"9515 US Highway 41 S, Slaughters, KY 42456 USA",37.49078,-87.4948,9515,Slaughters,KY,42456
983,"902 E Mount Vernon St, Somerset, KY 42501 USA",37.09651,-84.5916,902,Somerset,KY,42501
571,"44 W Industry Dr, Springfield, KY 40069 USA",37.69691,-85.2281,44,Springfield,KY,40069
1233,"2774 Kings Church Rd, Taylorsville, KY 40071 USA",38.09155,-85.4781,2774,Taylorsville,KY,40071
1178,"7334 Highway # 231, Utica, KY 42376 USA",37.67001,-87.0298,7334,Utica,KY,42376
103,"714 Highland Ave, Vine Grove, KY 40175 USA",37.81835,-85.9671,714,Vine Grove,KY,40175
1691,"799 E Main St, Warsaw, KY 41095 USA",38.78714,-84.8894,799,Warsaw,KY,41095
128,"10133 Main St, Whitesville, KY 42378 USA",37.68396,-86.8699,10133,Whitesville,KY,42378
1350,"7309 Mayfield Rd, Wickliffe, KY 42087 USA",36.93164,-88.9689,7309,Wickliffe,KY,42087
1389,"697 Cutshin Rd, Wooton, KY 41776 USA",37.16123,-83.2984,697,Wooton,KY,41776
1511,"7518 US Highway 227 N, Worthville, KY 41098 USA",38.60496,-85.0734,7518,Worthville,KY,41098
532,"522 Veterans Memorial Dr, Abbeville, LA 70510 USA",29.98196,-92.1284,522,Abbeville,LA,70510
151,"2715 S MacArthur Dr, Alexandria, LA 71301 USA",31.26932,-92.4586,2715,Alexandria,LA,71301
249,"2291 S MacArthur Dr, Alexandria, LA 71301 USA",31.27355,-92.4644,2291,Alexandria,LA,71301
382,"6205 Coliseum Blvd, Alexandria, LA 71303 USA",31.29463,-92.5137,6205,Alexandria,LA,71303
910,"2102 N Mall Dr, Alexandria, LA 71301 USA",31.27779,-92.4545,2102,Alexandria,LA,71301
1050,"30342 Highway 21, Angie, LA 70426 USA",30.96661,-89.8098,30342,Angie,LA,70426
835,"1801 Hazel St, Arcadia, LA 71001 USA",32.5525,-92.9178,1801,Arcadia,LA,71001
647,"2932 Highway 90 W, Avondale, LA 70094 USA",29.91072,-90.2044,2932,Avondale,LA,70094
536,"11740 Crossett Rd, Bastrop, LA 71220 USA",32.83256,-91.8767,11740,Bastrop,LA,71220
1618,"500 Saint Clair Rd, Boyce, LA 71409 USA",31.27136,-92.7263,500,Boyce,LA,71409
523,"2310 N Frontage Rd, Breaux Bridge, LA 70517 USA",30.27353,-91.8993,2310,Breaux Bridge,LA,70517
639,"1405 Rees St, Breaux Bridge, LA 70517 USA",30.28492,-91.9069,1405,Breaux Bridge,LA,70517
1801,"4649 Main Hwy, Breaux Bridge, LA 70517 USA",30.23535,-91.8797,4649,Breaux Bridge,LA,70517
1793,"2450 Highway 80, Choudrant, LA 71227 USA",32.53015,-92.5129,2450,Choudrant,LA,71227
1549,"149 S Main St, Church Point, LA 70525 USA",30.4042,-92.2165,149,Church Point,LA,70525
1615,"615 S Front St, Converse, LA 71419 USA",31.77199,-93.6968,615,Converse,LA,71419
400,"1020 Cut Off Rd, Coushatta, LA 71019 USA",32.02199,-93.3377,1020,Coushatta,LA,71019
659,"950 E Boston St, Covington, LA 70433 USA",30.4772,-90.0866,950,Covington,LA,70433
142,"2121 N Parkerson Ave, Crowley, LA 70526 USA",30.23079,-92.3833,2121,Crowley,LA,70526
564,"11006 Highway 14, Delcambre, LA 70528 USA",29.95091,-91.9755,11006,Delcambre,LA,70528
1668,"911 Broadway St, Delhi, LA 71232 USA",32.44743,-91.4922,911,Delhi,LA,71232
514,"8130 Rushing Rd E, Denham Springs, LA 70726 USA",30.45693,-90.9539,8130,Denham Springs,LA,70726
679,"10230 Cassle Rd, Denham Springs, LA 70726 USA",30.46913,-90.9157,10230,Denham Springs,LA,70726
354,"2100 Highway 190 W, Deridder, LA 70634 USA",30.84766,-93.3141,2100,Deridder,LA,70634
982,"1780 Highway 26, Deridder, LA 70634 USA",30.80952,-93.1928,1780,Deridder,LA,70634
1094,"828 E 1st St, Deridder, LA 70634 USA",30.8461,-93.2698,828,Deridder,LA,70634
1572,"1121 N Pine St, Deridder, LA 70634 USA",30.86567,-93.2858,1121,Deridder,LA,70634
1964,"1960 Ormond Blvd, Destrehan, LA 70047 USA",29.96913,-90.3756,1960,Destrehan,LA,70047
55,"1851 W Laurel Ave, Eunice, LA 70535 USA",30.49452,-92.4351,1851,Eunice,LA,70535
994,"39024 Highway 16, Franklinton, LA 70438 USA",30.84713,-90.1531,39024,Franklinton,LA,70438
1015,"6040 Highway 175, Frierson, LA 71027 USA",32.23563,-93.7018,6040,Frierson,LA,71027
1617,"500 Saint Clair Rd, Gardner, LA 71409 USA",31.27136,-92.7263,500,Gardner,LA,71409
666,"1946 W Highway 30, Gonzales, LA 70737 USA",30.21116,-90.9422,1946,Gonzales,LA,70737
1006,"15020 Highway 44, Gonzales, LA 70737 USA",30.28532,-90.9209,15020,Gonzales,LA,70737
1355,"3827 W Park Ave, Gray, LA 70359 USA",29.68333,-90.783,3827,Gray,LA,70359
286,"250 Lapalco Blvd, Gretna, LA 70056 USA",29.88168,-90.0262,250,Gretna,LA,70056
387,"62 Westbank Expy, Gretna, LA 70053 USA",29.913,-90.0474,62,Gretna,LA,70053
113,"43103 S Airport Rd, Hammond, LA 70403 USA",30.48203,-90.4151,43103,Hammond,LA,70403
202,"1000 SW Railroad Ave, Hammond, LA 70403 USA",30.49504,-90.459,1000,Hammond,LA,70403
1381,"980 Highway 80, Haughton, LA 71037 USA",32.55555,-93.614,980,Haughton,LA,71037
936,"1318 Grand Caillou Rd, Houma, LA 70363 USA",29.57543,-90.6874,1318,Houma,LA,70363
1156,"719 W Railroad Ave, Independence, LA 70443 USA",30.64029,-90.5031,719,Independence,LA,70443
442,"21 Duson Ave, Iota, LA 70543 USA",30.33217,-92.4954,21,Iota,LA,70543
92,"703 North Thompson Ave, Iowa, LA 70647 USA",30.24667,-93.0142,703,Iowa,LA,70647
433,"2540 E Oak St, Jena, LA 71342 USA",31.68282,-92.1286,2540,Jena,LA,71342
243,"810 Pershing Hwy, Jonesboro, LA 71251 USA",32.25443,-92.7225,810,Jonesboro,LA,71251
543,"185 Old Winnfield Rd, Jonesboro, LA 71251 USA",32.22818,-92.7088,185,Jonesboro,LA,71251
687,"2007 Fourth St, Jonesville, LA 71343 USA",31.62813,-91.8342,2007,Jonesville,LA,71343
496,"105 W Veterans Meml Dr, Kaplan, LA 70548 USA",29.99817,-92.2855,105,Kaplan,LA,70548
1708,"401 W Veterans Meml Dr, Kaplan, LA 70548 USA",29.9989,-92.2892,401,Kaplan,LA,70548
707,"512 Avenue G, Kentwood, LA 70444 USA",30.93588,-90.514,512,Kentwood,LA,70444
1231,"14004 Highway 165, Kinder, LA 70648 USA",30.49478,-92.8441,14004,Kinder,LA,70648
175,"200 E Airline Hwy, La Place, LA 70068 USA",30.06478,-90.4788,200,La Place,LA,70068
450,"332 N Highway 26, Lake Arthur, LA 70549 USA",30.08853,-92.6722,332,Lake Arthur,LA,70549
1210,"6285 Highway 90 E, Lake Charles, LA 70615 USA",30.23185,-93.1227,6285,Lake Charles,LA,70615
1356,"6408 Highway 3059, Lake Charles, LA 70615 USA",30.27672,-93.0857,6408,Lake Charles,LA,70615
633,"501 N 6th St, Leesville, LA 71446 USA",31.14709,-93.2646,501,Leesville,LA,71446
455,"1695 Highway 59, Mandeville, LA 70448 USA",30.37315,-90.0543,1695,Mandeville,LA,70448
168,"7040 Highway 1, Mansura, LA 71350 USA",31.10051,-92.0618,7040,Mansura,LA,71350
278,"7686 Highway 1, Mansura, LA 71350 USA",31.08348,-92.0572,7686,Mansura,LA,71350
1212,"6203 Lapalco Blvd, Marrero, LA 70072 USA",29.87448,-90.1129,6203,Marrero,LA,70072
167,"3633 Veterans Blvd., Metairie, LA 70002 USA",30.00442,-90.1633,3633,Metairie,LA,70002
600,"4301 Airline Dr, Metairie, LA 70001 USA",29.9759,-90.1752,4301,Metairie,LA,70001
1277,"3913 Veterans Memorial Blvd, Metairie, LA 70002 USA",30.005,-90.1732,3913,Metairie,LA,70002
82,"1180 Homer Rd, Minden, LA 71055 USA",32.624,-93.2541,1180,Minden,LA,71055
1163,"401 Homer Rd, Minden, LA 71055 USA",32.622,-93.2734,401,Minden,LA,71055
1492,"1019 Homer Rd, Minden, LA 71055 USA",32.62386,-93.2598,1019,Minden,LA,71055
461,"3200 Louisville Ave, Monroe, LA 71201 USA",32.52186,-92.084,3200,Monroe,LA,71201
217,"1300 Southeast Blvd, Morgan City, LA 70380 USA",29.68459,-91.2623,1300,Morgan City,LA,70380
665,"400 Sam Houston Jones Pkwy, Moss Bluff, LA 70611 USA",30.30097,-93.2025,400,Moss Bluff,LA,70611
948,"675 Sam Houston Jones Pkwy, Moss Bluff, LA 70611 USA",30.30032,-93.2074,675,Moss Bluff,LA,70611
1418,"5119 University Pkwy, Natchitoches, LA 71457 USA",31.72901,-93.1536,5119,Natchitoches,LA,71457
500,"401 Elm St, New Roads, LA 70760 USA",30.69812,-91.4356,401,New Roads,LA,70760
660,"1106 Verona St, Newellton, LA 71357 USA",32.06997,-91.2544,1106,Newellton,LA,71357
1552,"3298 Main Street, Olla, LA 71465 USA",31.90118,-92.23,3298,Olla,LA,71465
170,"911 S Union St, Opelousas, LA 70570 USA",30.52515,-92.0816,911,Opelousas,LA,70570
408,"946 Creswell Ln, Opelousas, LA 70570 USA",30.5196,-92.0745,946,Opelousas,LA,70570
578,"3171 Highway 70 S, Pierre Part, LA 70339 USA",29.9654,-91.2051,3171,Pierre Part,LA,70339
1109,"3400 Military Hwy, Pineville, LA 71360 USA",31.36369,-92.4105,3400,Pineville,LA,71360
1304,"3432 Monroe Hwy, Pineville, LA 71360 USA",31.36299,-92.4115,3432,Pineville,LA,71360
1704,"910 W Pine St, Ponchatoula, LA 70454 USA",30.43825,-90.4544,910,Ponchatoula,LA,70454
1204,"20019 LA Highway 16, Port Vincent, LA 70726 USA",30.35572,-90.8516,20019,Port Vincent,LA,70726
1678,"4724 Highway 1, Raceland, LA 70394 USA",29.69868,-90.5583,4724,Raceland,LA,70394
917,"1206 The Blvd, Rayne, LA 70578 USA",30.24861,-92.2691,1206,Rayne,LA,70578
1115,"5283 Mire Hwy, Rayne, LA 70578 USA",30.29455,-92.1943,5283,Rayne,LA,70578
959,"18284 Highway 190, Reeves, LA 70658 USA",30.51972,-93.0462,18284,Reeves,LA,70658
1647,"8722 Highway 6, Robeline, LA 71469 USA",31.7005,-93.2946,8722,Robeline,LA,71469
1467,"801 N Trenton St, Ruston, LA 71270 USA",32.53582,-92.6393,801,Ruston,LA,71270
1207,"209 Bayou Rd, Saint Bernard, LA 70085 USA",29.86827,-89.8884,209,Saint Bernard,LA,70085
1620,"1101 Plank Rd, Saint Joseph, LA 71366 USA",31.92344,-91.2409,1101,Saint Joseph,LA,71366
1349,"102 N Main St, Shreveport, LA 71107 USA",32.5819,-93.8931,102,Shreveport,LA,71107
366,"143 Northshore Blvd, Slidell, LA 70460 USA",30.30591,-89.8283,143,Slidell,LA,70460
848,"1260 Front St, Slidell, LA 70458 USA",30.28547,-89.7789,1260,Slidell,LA,70458
1220,"1600 S Arkansas St, Springhill, LA 71075 USA",32.98803,-93.4609,1600,Springhill,LA,71075
1831,"7327 US Highway 61, St Francisvle, LA 70775 USA",30.79327,-91.382,7327,St Francisvle,LA,70775
615,"1380 E Napoleon St, Sulphur, LA 70663 USA",30.23719,-93.3625,1380,Sulphur,LA,70663
1809,"503 Highway 20, Thibodaux, LA 70301 USA",29.87569,-90.8052,503,Thibodaux,LA,70301
1555,"5505 E Judge Perez Dr, Violet, LA 70092 USA",29.91497,-89.8986,5505,Violet,LA,70092
1643,"1400 Fourth St, Westwego, LA 70094 USA",29.90292,-90.1347,1400,Westwego,LA,70094
850,"3016 E Milton Ave, Youngsville, LA 70592 USA",30.10886,-92.0112,3016,Youngsville,LA,70592
1840,"1195 Falmouth Rd, Centerville, MA 02632 USA",41.65787,-70.3309,1195,Centerville,MA,02632
1706,"550 E Main St, East Brookfield, MA 01515 USA",42.23186,-72.03,550,East Brookfield,MA,01515
200,"485 Waquoit Hwy, East Falmouth, MA 02536 USA",41.58732,-70.5169,485,East Falmouth,MA,02536
1794,"42 Colrain Rd, Greenfield, MA 01301 USA",42.58884,-72.6227,42,Greenfield,MA,01301
460,"74 Iyannough Rd, Hyannis, MA 02601 USA",41.65913,-70.2728,74,Hyannis,MA,02601
636,"4 S Main St, Middleton, MA 01949 USA",42.59473,-71.0147,4,Middleton,MA,01949
907,"435 Shore Rd, Monument Bch, MA 02553 USA",41.71904,-70.6138,435,Monument Bch,MA,02553
906,"435 Shore Rd, Monument Beach, MA 02553 USA",41.71904,-70.6138,435,Monument Beach,MA,02553
1434,"119 Rt 6A, Orleans, MA 02653 USA",41.78663,-69.9926,119,Orleans,MA,02653
1631,"121 Bay Rd, South Hamilton, MA 01982 USA",42.61095,-70.8732,121,South Hamilton,MA,01982
201,"485 Waquoit Hwy, Waquoit, MA 02536 USA",41.58732,-70.5169,485,Waquoit,MA,02536
399,"2586 State Hwy Rte 6, Wellfleet, MA 02667 USA",41.83204,-69.9739,2586,Wellfleet,MA,02667
418,"2132 Old Snow Hill Rd, Pocomoke City, MD 21851 USA",38.07269,-75.5541,2132,Pocomoke City,MD,21851
5,"700 Minot Ave, Auburn, ME 04210 USA",44.08159,-70.2569,700,Auburn,ME,04210
130,"65 Mount Auburn Ave, Auburn, ME 04210 USA",44.122,-70.2349,65,Auburn,ME,04210
560,"110 Mount Auburn Ave, Auburn, ME 04210 USA",44.12095,-70.2383,110,Auburn,ME,04210
913,"850 Minot Ave, Auburn, ME 04210 USA",44.08097,-70.2637,850,Auburn,ME,04210
192,"75 Leeman Hwy, Bath, ME 04530 USA",43.91056,-69.8222,75,Bath,ME,04530
705,"209 Northport Ave, Belfast, ME 04915 USA",44.40514,-68.9913,209,Belfast,ME,04915
1592,"43 Belmont Ave, Belfast, ME 04915 USA",44.42279,-69.0297,43,Belfast,ME,04915
1638,"42 School St, Berwick, ME 03901 USA",43.26799,-70.8611,42,Berwick,ME,03901
914,"564 Alfred St, Biddeford, ME 04005 USA",43.47654,-70.5087,564,Biddeford,ME,04005
943,"384 Elm St, Biddeford, ME 04005 USA",43.48424,-70.4715,384,Biddeford,ME,04005
1302,"437 Wilson St, Brewer, ME 04412 USA",44.78271,-68.7497,437,Brewer,ME,04412
268,"691 Main St, Calais, ME 04619 USA",45.18426,-67.267,691,Calais,ME,04619
884,"289 South St, Calais, ME 04619 USA",45.17778,-67.2747,289,Calais,ME,04619
1735,"35 Bennett Dr, Caribou, ME 04736 USA",46.86314,-68.0044,35,Caribou,ME,04736
271,"117 Main St, East Millinocket, ME 04430 USA",45.62761,-68.5808,117,East Millinocket,ME,04430
1602,"317 Main St, Farmington, ME 04938 USA",44.6638,-70.1496,317,Farmington,ME,04938
1189,"355 Main St, Fort Fairfield, ME 04742 USA",46.77215,-67.8347,355,Fort Fairfield,ME,04742
259,"12 Main St, Gray, ME 04039 USA",43.8866,-70.3287,12,Gray,ME,04039
373,"63 Main Rd N, Hampden, ME 04444 USA",44.74417,-68.8371,63,Hampden,ME,04444
1013,"3 Main St, Kennebunk, ME 04043 USA",43.38467,-70.5427,3,Kennebunk,ME,04043
1461,"144 Dublin St, Machias, ME 04654 USA",44.70476,-67.4634,144,Machias,ME,04654
1600,"92 Main St, Madison, ME 04950 USA",44.79799,-69.8809,92,Madison,ME,04950
1448,"4 N Main St, Mechanic Falls, ME 04256 USA",44.1164,-70.3931,4,Mechanic Falls,ME,04256
634,"34 Main St, North Berwick, ME 03906 USA",43.30464,-70.7344,34,North Berwick,ME,03906
1862,"251 Main St, Norway, ME 04268 USA",44.21281,-70.5381,251,Norway,ME,04268
772,"49 Pine St, Portland, ME 04102 USA",43.65144,-70.2687,49,Portland,ME,04102
842,"801 Washington Ave, Portland, ME 04103 USA",43.6863,-70.2686,801,Portland,ME,04103
1118,"87 Marginal Way, Portland, ME 04101 USA",43.66181,-70.2645,87,Portland,ME,04101
1778,"195 Riverside St, Portland, ME 04103 USA",43.68343,-70.327,195,Portland,ME,04103
290,"800 Main St, Presque Isle, ME 04769 USA",46.69889,-68.0102,800,Presque Isle,ME,04769
1452,"3 Camden St, Rockland, ME 04841 USA",44.11278,-69.1053,3,Rockland,ME,04841
540,"775 Portland Rd, Saco, ME 04072 USA",43.52855,-70.4265,775,Saco,ME,04072
739,"374 Madison Ave, Skowhegan, ME 04976 USA",44.78544,-69.7319,374,Skowhegan,ME,04976
1878,"65 Madison Ave, Skowhegan, ME 04976 USA",44.76727,-69.7199,65,Skowhegan,ME,04976
2,"55 Maine Mall Rd, South Portland, ME 04106 USA",43.64398,-70.3318,55,South Portland,ME,04106
316,"690 Main St, South Portland, ME 04106 USA",43.61926,-70.306,690,South Portland,ME,04106
1102,"474 Westbrook St, South Portland, ME 04106 USA",43.6334,-70.3148,474,South Portland,ME,04106
3,"124 Ossipee Trl E, Standish, ME 04084 USA",43.7312,-70.5415,124,Standish,ME,04084
652,"64 Manchester Dr, Windham, ME 04062 USA",43.83835,-70.4493,64,Windham,ME,04062
757,"1 China Rd, Winslow, ME 04901 USA",44.53775,-69.6285,1,Winslow,ME,04901
428,"410 Main St, Winthrop, ME 04364 USA",44.30764,-69.9581,410,Winthrop,ME,04364
1816,"639 Bath Rd, Wiscasset, ME 04578 USA",43.97299,-69.7119,639,Wiscasset,ME,04578
75,"939 Route 1, Yarmouth, ME 04096 USA",43.8059,-70.1705,939,Yarmouth,ME,04096
1848,"281 Main St, Yarmouth, ME 04096 USA",43.80213,-70.19,281,Yarmouth,ME,04096
1636,"230 York St, York, ME 03909 USA",43.14382,-70.6499,230,York,ME,03909
1630,"1396 S Main St, Adrian, MI 49221 USA",41.87719,-84.0439,1396,Adrian,MI,49221
52,"7337 N Alger Rd, Alma, MI 48801 USA",43.39821,-84.6675,7337,Alma,MI,48801
1752,"250 Adams St, Alma, MI 48801 USA",43.37747,-84.6487,250,Alma,MI,48801
926,"307 E Huron Rd, Au Gres, MI 48703 USA",44.04835,-83.6914,307,Au Gres,MI,48703
1976,"301 N Center St, Bangor, MI 49013 USA",42.31293,-86.1088,301,Bangor,MI,49013
1012,"2410 Michigan Ave W, Battle Creek, MI 49037 USA",42.3506,-85.2489,2410,Battle Creek,MI,49037
748,"901 N Euclid Ave, Bay City, MI 48706 USA",43.61176,-83.9154,901,Bay City,MI,48706
432,"336 Lang Rd, Beaverton, MI 48612 USA",43.88752,-84.4906,336,Beaverton,MI,48612
1159,"1320 Paw Paw Ave, Benton Harbor, MI 49022 USA",42.13902,-86.4446,1320,Benton Harbor,MI,49022
1402,"1800 M 139, Benton Harbor, MI 49022 USA",42.08573,-86.4383,1800,Benton Harbor,MI,49022
388,"8140 Main St, Birch Run, MI 48415 USA",43.24985,-83.7917,8140,Birch Run,MI,48415
1037,"12100 S Beyer Rd, Birch Run, MI 48415 USA",43.24885,-83.7771,12100,Birch Run,MI,48415
444,"117 Water St, Boyne City, MI 49712 USA",45.21388,-85.0139,117,Boyne City,MI,49712
1254,"6345 Dixie Hwy, Bridgeport, MI 48722 USA",43.35372,-83.87,6345,Bridgeport,MI,48722
1564,"8281 Grand River Rd, Brighton, MI 48114 USA",42.55028,-83.7888,8281,Brighton,MI,48114
116,"101 Commerce Dr, Brockway, MI 48097 USA",43.12059,-82.7904,101,Brockway,MI,48097
727,"511 W Wexford Ave, Buckley, MI 49620 USA",44.50388,-85.6873,511,Buckley,MI,49620
930,"805 S Mitchell St, Cadillac, MI 49601 USA",44.24376,-85.3961,805,Cadillac,MI,49601
199,"6553 Main St, Cass City, MI 48726 USA",43.60118,-83.173,6553,Cass City,MI,48726
1408,"1648 N M 88, Central Lake, MI 49622 USA",45.07016,-85.2642,1648,Central Lake,MI,49622
1000,"635 E Industrial Dr, Chelsea, MI 48118 USA",42.32037,-84.032,635,Chelsea,MI,48118
51,"910 E Chicago St, Coldwater, MI 49036 USA",41.9334,-84.9624,910,Coldwater,MI,49036
222,"127 68th Ave S, Coopersville, MI 49404 USA",43.05806,-85.9577,127,Coopersville,MI,49404
526,"8005 Davison Rd, Davison, MI 48423 USA",43.03455,-83.5559,8005,Davison,MI,48423
747,"1010 S State Rd, Davison, MI 48423 USA",43.01964,-83.5184,1010,Davison,MI,48423
401,"10477 S Norris Rd, Delton, MI 49046 USA",42.50107,-85.4548,10477,Delton,MI,49046
502,"67633 M 152, Dowagiac, MI 49047 USA",42.08531,-86.2016,67633,Dowagiac,MI,49047
