id,address,lat,lng,house_no,city,state_code,zip_code
1129,"112 E Cypress St, Ludowici, GA 31316 USA",31.71374,-81.7436,112,Ludowici,GA,31316
760,"6190 Highway 114, Lyerly, GA 30730 USA",34.40438,-85.4071,6190,Lyerly,GA,30730
89,"695 Furys Ferry Rd, Martinez, GA 30907 USA",33.55052,-82.0895,695,Martinez,GA,30907
788,"403 S Belair Rd, Martinez, GA 30907 USA",33.48585,-82.1342,403,Martinez,GA,30907
641,"201 King Mill Ct, McDonough, GA 30253 USA",33.3999,-84.1464,201,McDonough,GA,30253
362,"125 Butler St, Midway, GA 31320 USA",31.8014,-81.4182,125,Midway,GA,31320
285,"1884 N Columbia St, Milledgeville, GA 31061 USA",33.10484,-83.2517,1884,Milledgeville,GA,31061
396,"103 Log Cabin Rd NE, Milledgeville, GA 31061 USA",33.14892,-83.2726,103,Milledgeville,GA,31061
648,"516 E Winthrope Ave, Millen, GA 30442 USA",32.80349,-81.941,516,Millen,GA,30442
325,"209 E Greene St, Monticello, GA 31064 USA",33.30446,-83.6819,209,Monticello,GA,31064
1224,"509 E McPherson Ave, Nashville, GA 31639 USA",31.20428,-83.2437,509,Nashville,GA,31639
981,"200 N Liberty St, Nicholls, GA 31554 USA",31.51707,-82.6345,200,Nicholls,GA,31554
1983,"108 W Harris St, Pine Mountain, GA 31822 USA",32.86516,-84.8551,108,Pine Mountain,GA,31822
1036,"1304 W Screven St, Quitman, GA 31643 USA",30.78502,-83.5717,1304,Quitman,GA,31643
562,"4257 Cloud Springs Rd, Ringgold, GA 30736 USA",34.96566,-85.1942,4257,Ringgold,GA,30736
1079,"1464 Chattahoochee Dr, Rockmart, GA 30153 USA",34.00883,-85.0334,1464,Rockmart,GA,30153
1483,"2602 Chattanooga Rd, Rocky Face, GA 30740 USA",34.80444,-85.0248,2602,Rocky Face,GA,30740
329,"2203 Demere Rd, Saint Simons Island, GA 31522 USA",31.15958,-81.3897,2203,Saint Simons Island,GA,31522
631,"717 Piedmont Loop, Statesboro, GA 30458 USA",32.43253,-81.7594,717,Statesboro,GA,30458
1908,"556 Northside Dr E, Statesboro, GA 30458 USA",32.44,-81.7637,556,Statesboro,GA,30458
335,"1910 Jodeco Rd, Stockbridge, GA 30281 USA",33.48338,-84.2301,1910,Stockbridge,GA,30281
1385,"10805 Commerce St, Summerville, GA 30747 USA",34.49007,-85.3417,10805,Summerville,GA,30747
1409,"51 Eaves Dr, Temple, GA 30179 USA",33.82578,-85.0427,51,Temple,GA,30179
303,"1749 Highway 19 N, Thomaston, GA 30286 USA",32.94274,-84.335,1749,Thomaston,GA,30286
1111,"2826 E Pinetree Blvd, Thomasville, GA 31792 USA",30.85364,-83.9506,2826,Thomasville,GA,31792
1696,"15096 US Highway 19 S, Thomasville, GA 31757 USA",30.85561,-83.9454,15096,Thomasville,GA,31757
1916,"2004 Smith Ave, Thomasville, GA 31792 USA",30.83448,-83.949,2004,Thomasville,GA,31792
219,"1868 Washington Rd, Thomson, GA 30824 USA",33.50702,-82.5023,1868,Thomson,GA,30824
1401,"101 Hill St, Thomson, GA 30824 USA",33.46272,-82.5006,101,Thomson,GA,30824
506,"614 S 1st St Apt 618, Uvalda, GA 30473 USA",32.03574,-82.5082,614,Uvalda,GA,30473
18,"15140 Post Rd N, Waynesville, GA 31566 USA",31.23295,-81.7609,15140,Waynesville,GA,31566
414,"268 N Broad St, Winder, GA 30680 USA",34.00275,-83.708,268,Winder,GA,30680
876,"3051 Parkbrooke Cir, Woodstock, GA 30189 USA",34.11037,-84.5565,3051,Woodstock,GA,30189
1173,"4355 Towne Lake Pkwy, Woodstock, GA 30189 USA",34.12792,-84.5711,4355,Woodstock,GA,30189
769,"205 N Main St, Wrens, GA 30833 USA",33.2099,-82.3877,205,Wrens,GA,30833
1143,"66-031 Kamehameha Hwy, Haleiwa, HI 96712 USA",21.59249,-158.104,66-031,Haleiwa,HI,96712
367,"444 Kele St, Kahului, HI 96732 USA",20.88653,-156.453,444,Kahului,HI,96732
516,"153 Oneawa St, Kailua, HI 96734 USA",21.39665,-157.746,153,Kailua,HI,96734
333,"986 Kipuni Way, Kapaa, HI 96746 USA",22.06605,-159.32,986,Kapaa,HI,96746
504,"3011 Aukele St, Lihue, HI 96766 USA",21.96663,-159.357,3011,Lihue,HI,96766
860,"87-890 Farrington Hwy, Waianae, HI 96792 USA",21.40562,-158.177,87-890,Waianae,HI,96792
940,"109 5th St, Adair, IA 50002 USA",41.49575,-94.644,109,Adair,IA,50002
78,"3317 Agency St, Burlington, IA 52601 USA",40.81445,-91.1436,3317,Burlington,IA,52601
604,"3435 Agency St, Burlington, IA 52601 USA",40.81203,-91.1489,3435,Burlington,IA,52601
261,"219 Brandilynn Blvd, Cedar Falls, IA 50613 USA",42.4867,-92.4437,219,Cedar Falls,IA,50613
779,"2921 Center St, Cedar Falls, IA 50613 USA",42.56254,-92.4553,2921,Cedar Falls,IA,50613
30,"1212 N 24th St, Clear Lake, IA 50428 USA",43.14654,-93.3589,1212,Clear Lake,IA,50428
1033,"2835 NW Arterial, Dubuque, IA 52002 USA",42.52469,-90.7385,2835,Dubuque,IA,52002
1835,"1700 Central Ave, Estherville, IA 51334 USA",43.40166,-94.8214,1700,Estherville,IA,51334
87,"105 Williams Blvd, Fairfax, IA 52228 USA",41.92538,-91.7844,105,Fairfax,IA,52228
371,"1601 W Burlington Ave, Fairfield, IA 52556 USA",41.00678,-91.9818,1601,Fairfield,IA,52556
1682,"1431 Avenue H, Fort Madison, IA 52627 USA",40.63049,-91.3242,1431,Fort Madison,IA,52627
637,"245 Iowa Ave, Iowa City, IA 52240 USA",41.6611,-91.5321,245,Iowa City,IA,52240
1502,"731 S Riverside Dr, Iowa City, IA 52246 USA",41.6506,-91.5406,731,Iowa City,IA,52246
125,"5440 NW 86th St, Johnston, IA 50131 USA",41.65935,-93.7365,5440,Johnston,IA,50131
999,"942 9th St, Lake View, IA 51450 USA",42.31194,-95.0451,942,Lake View,IA,51450
1303,"3101 S Center St, Marshalltown, IA 50158 USA",42.0083,-92.9133,3101,Marshalltown,IA,50158
780,"719 N Grand Ave, Mount Pleasant, IA 52641 USA",40.97574,-91.5388,719,Mount Pleasant,IA,52641
1505,"1429 Park Ave, Muscatine, IA 52761 USA",41.44161,-91.0299,1429,Muscatine,IA,52761
434,"40 Amherst Blvd, Nashua, IA 50658 USA",42.95538,-92.5477,40,Nashua,IA,50658
1362,"1480 Main St, New Hartford, IA 50660 USA",39.97791,-86.1556,1480,New Hartford,IA,50660
355,"327 W 4th St, Ottumwa, IA 52501 USA",41.02204,-92.4132,327,Ottumwa,IA,52501
1854,"11911 Hickman Rd, Urbandale, IA 50323 USA",41.61724,-93.7818,11911,Urbandale,IA,50323
590,"2535 Crossroads Blvd, Waterloo, IA 50702 USA",42.45829,-92.3237,2535,Waterloo,IA,50702
332,"950 SE Brick Dr, Waukee, IA 50263 USA",41.60312,-93.8507,950,Waukee,IA,50263
475,"400 Prairie Bluff Dr, Waukee, IA 50263 USA",41.56518,-93.8802,400,Waukee,IA,50263
1251,"620 S Downey St, West Branch, IA 52358 USA",41.66162,-91.3474,620,West Branch,IA,52358
1861,"101 Council St, West Branch, IA 52358 USA",41.65251,-91.3439,101,West Branch,IA,52358
1703,"960 W Bridge St, Blackfoot, ID 83221 USA",43.1926,-112.357,960,Blackfoot,ID,83221
678,"4752 Yellowstone Ave, Chubbuck, ID 83202 USA",42.92002,-112.466,4752,Chubbuck,ID,83202
651,"330 W Idaho Ave, Homedale, ID 83628 USA",43.61799,-116.94,330,Homedale,ID,83628
1574,"1541 Main St N, Kimberly, ID 83341 USA",42.54171,-114.365,1541,Kimberly,ID,83341
446,"15 W Main St, Marsing, ID 83639 USA",43.54657,-116.804,15,Marsing,ID,83639
419,"120 W Main St, Albion, IL 62806 USA",38.3774,-88.0608,120,Albion,IL,62806
512,"215 E Vienna St, Anna, IL 62906 USA",37.459,-89.2399,215,Anna,IL,62906
1442,"601 W Knauer St, Ava, IL 62907 USA",37.892,-89.5023,601,Ava,IL,62907
1255,"1052 Belvidere Rd, Belvidere, IL 61008 USA",42.24893,-88.8213,1052,Belvidere,IL,61008
1035,"950 E Main St, Carbondale, IL 62901 USA",37.72896,-89.2019,950,Carbondale,IL,62901
93,"12825 Catlin Tilton Rd, Catlin, IL 61817 USA",40.07224,-87.6979,12825,Catlin,IL,61817
1054,"501 W Blue Ave, Creal Springs, IL 62922 USA",37.61899,-88.8418,501,Creal Springs,IL,62922
248,"3689 N Vermilion St, Danville, IL 61832 USA",40.18908,-87.6275,3689,Danville,IL,61832
1314,"16019 N US Highway 51, De Soto, IL 62924 USA",37.82194,-89.2293,16019,De Soto,IL,62924
836,"208 River Rd, East Peoria, IL 61611 USA",40.68169,-89.5867,208,East Peoria,IL,61611
1784,"800 Riverside Dr, East Peoria, IL 61611 USA",40.68254,-89.5823,800,East Peoria,IL,61611
738,"2419 State St, East Saint Louis, IL 62205 USA",38.61692,-90.1275,2419,East Saint Louis,IL,62205
1877,"11N250 Gale St, Elgin, IL 60123 USA",42.03245,-88.3342,11N250,Elgin,IL,60123
469,"10785 Lincoln Trl, Fairview Heights, IL 62208 USA",38.59476,-89.9914,10785,Fairview Heights,IL,62208
1353,"5811 N Illinois St, Fairview Heights, IL 62208 USA",38.5852,-89.9854,5811,Fairview Heights,IL,62208
1718,"1110 E Main St, Galesburg, IL 61401 USA",40.94704,-90.3531,1110,Galesburg,IL,61401
1874,"1281 Engineer Rd, Granite City, IL 62040 USA",38.75082,-90.0713,1281,Granite City,IL,62040
1417,"610 S Commercial St, Harrisburg, IL 62946 USA",37.7434,-88.5251,610,Harrisburg,IL,62946
778,"1037 University Ave, Henry, IL 61537 USA",41.11733,-89.3704,1037,Henry,IL,61537
1424,"8096 Forest Hills Rd, Loves Park, IL 61111 USA",42.34076,-89.0182,8096,Loves Park,IL,61111
468,"10114 N 2nd St, Machesney Park, IL 61115 USA",42.3676,-89.0359,10114,Machesney Park,IL,61115
1072,"602 S Prairieview Rd, Mahomet, IL 61853 USA",40.19121,-88.3646,602,Mahomet,IL,61853
347,"320 S Adams St, Manito, IL 61546 USA",40.42296,-89.7838,320,Manito,IL,61546
138,"1118 N Carbon St, Marion, IL 62959 USA",37.73944,-88.9485,1118,Marion,IL,62959
196,"2712 W Deyoung St, Marion, IL 62959 USA",37.74346,-88.9683,2712,Marion,IL,62959
383,"2900 W Deyoung St, Marion, IL 62959 USA",37.7454,-88.9753,2900,Marion,IL,62959
1742,"3107 Civic Circle Blvd, Marion, IL 62959 USA",37.75075,-88.9788,3107,Marion,IL,62959
1023,"561 S Wood St, Maroa, IL 61756 USA",40.02964,-88.9579,561,Maroa,IL,61756
626,"2727 Maryville Rd, Maryville, IL 62062 USA",38.71103,-89.9572,2727,Maryville,IL,62062
970,"6607 State Route 162, Maryville, IL 62062 USA",38.73871,-89.956,6607,Maryville,IL,62062
230,"1000 Charleston Ave, Mattoon, IL 61938 USA",39.48182,-88.3661,1000,Mattoon,IL,61938
708,"2509 Hurst Dr, Mattoon, IL 61938 USA",39.48177,-88.3059,2509,Mattoon,IL,61938
1738,"616 W 10th St, Metropolis, IL 62960 USA",37.15913,-88.7354,616,Metropolis,IL,62960
1959,"895 4th St W, Milan, IL 61264 USA",41.44402,-90.5718,895,Milan,IL,61264
1196,"675 N Chestnut St, Minonk, IL 61760 USA",40.90411,-89.0335,675,Minonk,IL,61760
669,"2250 41st St, Moline, IL 61265 USA",41.49061,-90.479,2250,Moline,IL,61265
1967,"214 W 3rd St, Mount Carmel, IL 62863 USA",38.40761,-87.7628,214,Mount Carmel,IL,62863
587,"103 Potomac Blvd, Mount Vernon, IL 62864 USA",38.31381,-88.9571,103,Mount Vernon,IL,62864
1923,"900 N State Route 121, Mt Zion, IL 62549 USA",39.79061,-88.8704,900,Mt Zion,IL,62549
947,"309 W Ogden Ave, Naperville, IL 60563 USA",41.78578,-88.1516,309,Naperville,IL,60563
1999,"1124 Edgewater Dr, North Pekin, IL 61554 USA",40.60248,-89.6295,1124,North Pekin,IL,61554
880,"15840 Cicero Ave, Oak Forest, IL 60452 USA",41.60463,-87.7366,15840,Oak Forest,IL,60452
977,"910 E Stevenson Rd, Ottawa, IL 61350 USA",41.38055,-88.819,910,Ottawa,IL,61350
1087,"102 W Etna Rd, Ottawa, IL 61350 USA",41.37334,-88.8368,102,Ottawa,IL,61350
1041,"910 Court St, Pekin, IL 61554 USA",40.56551,-89.6383,910,Pekin,IL,61554
1786,"1001 Court St, Pekin, IL 61554 USA",40.56721,-89.637,1001,Pekin,IL,61554
1626,"906 S Bosch Rd, Peoria, IL 61607 USA",40.67809,-89.677,906,Peoria,IL,61607
819,"1530 May Rd, Peru, IL 61354 USA",41.36773,-89.1264,1530,Peru,IL,61354
1968,"1508 W Front St, Roanoke, IL 61561 USA",40.79404,-89.2202,1508,Roanoke,IL,61561
508,"1414 E Main St, Robinson, IL 62454 USA",39.00651,-87.7217,1414,Robinson,IL,62454
70,"2904 11th St, Rock Island, IL 61201 USA",41.48145,-90.5834,2904,Rock Island,IL,61201
352,"1600 38th St, Rock Island, IL 61201 USA",41.49444,-90.548,1600,Rock Island,IL,61201
722,"2206 Barnes Blvd, Rockford, IL 61112 USA",42.243,-88.9767,2206,Rockford,IL,61112
1918,"1840 W Main St, Salem, IL 62881 USA",38.62382,-88.9806,1840,Salem,IL,62881
1557,"107 S 4th St, Savanna, IL 61074 USA",42.08972,-90.1515,107,Savanna,IL,61074
1972,"900 E Higgins Rd, Schaumburg, IL 60173 USA",42.05018,-88.1015,900,Schaumburg,IL,60173
697,"2500 S Koke Mill Rd, Springfield, IL 62711 USA",39.77044,-89.7147,2500,Springfield,IL,62711
866,"3141 Mercantile Dr, Springfield, IL 62711 USA",39.75465,-89.7273,3141,Springfield,IL,62711
1747,"3820 Wabash Ave, Springfield, IL 62711 USA",39.75604,-89.726,3820,Springfield,IL,62711
1593,"4580 N Illinois St, Swansea, IL 62226 USA",38.56991,-89.9843,4580,Swansea,IL,62226
1594,"2624 N Illinois St, Swansea, IL 62226 USA",38.54221,-89.9832,2624,Swansea,IL,62226
1221,"260 N Union St, Toulon, IL 61483 USA",41.09515,-89.8589,260,Toulon,IL,61483
934,"640 Edwardsville Rd, Troy, IL 62294 USA",38.73166,-89.9027,640,Troy,IL,62294
967,"1112 E Southline Rd, Tuscola, IL 61953 USA",39.79216,-88.2677,1112,Tuscola,IL,61953
1672,"311 S Springfield St, Virden, IL 62690 USA",39.49773,-89.7691,311,Virden,IL,62690
1667,"3405 State Highway 104, Waverly, IL 62692 USA",39.59019,-89.9638,3405,Waverly,IL,62692
1336,"11105 W Roosevelt Rd, Westchester, IL 60154 USA",41.865,-87.8042,11105,Westchester,IL,60154
1339,"415 E Pat Rady Way, Bainbridge, IN 46105 USA",39.76227,-86.8067,415,Bainbridge,IN,46105
607,"254 W Water St, Borden, IN 47106 USA",38.46802,-85.9511,254,Borden,IN,47106
1518,"2001 E National Ave, Brazil, IN 47834 USA",39.52889,-87.1024,2001,Brazil,IN,47834
1455,"19224 County Road 8, Bristol, IN 46507 USA",41.72255,-85.8347,19224,Bristol,IN,46507
1228,"100 S Prairie St, Brookston, IN 47923 USA",40.60423,-86.8681,100,Brookston,IN,47923
740,"610 W Northfield Dr, Brownsburg, IN 46112 USA",39.85932,-86.4081,610,Brownsburg,IN,46112
260,"1798 E State Road 163, Clinton, IN 47842 USA",39.65704,-87.4292,1798,Clinton,IN,47842
1859,"67 Johnson Blvd, Columbus, IN 47201 USA",39.19914,-85.9509,67,Columbus,IN,47201
1929,"200 Pacer Dr NW, Corydon, IN 47112 USA",38.23767,-86.1314,200,Corydon,IN,47112
1489,"1631 S US Highway 231, Crawfordsville, IN 47933 USA",40.01645,-86.9043,1631,Crawfordsville,IN,47933
7,"609 N 13th St, Decatur, IN 46733 USA",40.83456,-84.9382,609,Decatur,IN,46733
1394,"639 N 13th St, Decatur, IN 46733 USA",40.83541,-84.9382,639,Decatur,IN,46733
872,"1050 Randolph St, Elkhart, IN 46514 USA",41.69786,-85.9877,1050,Elkhart,IN,46514
846,"850 Lafollette Sta N, Floyds Knobs, IN 47119 USA",38.3161,-85.8974,850,Floyds Knobs,IN,47119
117,"2101 E Wabash St, Frankfort, IN 46041 USA",40.27868,-86.4866,2101,Frankfort,IN,46041
891,"11 N Morton St, Franklin, IN 46131 USA",39.48053,-86.0635,11,Franklin,IN,46131
407,"1901 E State Road 240, Greencastle, IN 46135 USA",39.64758,-86.814,1901,Greencastle,IN,46135
1745,"1012 Mill Pond Dr, Greencastle, IN 46135 USA",39.64103,-86.8382,1012,Greencastle,IN,46135
1206,"204 S Michigan Ave, Greensburg, IN 47240 USA",39.33522,-85.4794,204,Greensburg,IN,47240
1531,"790 Greensburg Commons Shopping Ctr, Greensburg, IN 47240 USA",39.35973,-85.4751,790,Greensburg,IN,47240
126,"1906 N Walnut St, Hartford City, IN 47348 USA",40.46738,-85.3696,1906,Hartford City,IN,47348
605,"4625 S State Road 162, Huntingburg, IN 47542 USA",38.30931,-86.8721,4625,Huntingburg,IN,47542
579,"1601 W Lincoln Rd, Kokomo, IN 46902 USA",40.45426,-86.1538,1601,Kokomo,IN,46902
1724,"2360 E North St, Kokomo, IN 46901 USA",40.49938,-86.0963,2360,Kokomo,IN,46901
1137,"525 E Lincolnway, La Porte, IN 46350 USA",41.61772,-86.7085,525,La Porte,IN,46350
372,"8641 N 300 W, Lake Village, IN 46349 USA",41.12498,-87.4497,8641,Lake Village,IN,46349
1662,"1174 W Eads Pkwy, Lawrenceburg, IN 47025 USA",39.07938,-84.8856,1174,Lawrenceburg,IN,47025
1365,"3322 E Market St, Logansport, IN 46947 USA",40.7576,-86.323,3322,Logansport,IN,46947
1478,"500 W Clinton St, Logansport, IN 46947 USA",40.73682,-86.3827,500,Logansport,IN,46947
658,"11280 W US Highway 36, Losantville, IN 47354 USA",40.02542,-85.1881,11280,Losantville,IN,47354
374,"602 N Baldwin Ave, Marion, IN 46952 USA",40.56563,-85.6756,602,Marion,IN,46952
582,"1400 N Baldwin Ave, Marion, IN 46952 USA",40.57778,-85.6697,1400,Marion,IN,46952
1551,"2204 W 9th St, Marion, IN 46953 USA",40.55286,-85.6934,2204,Marion,IN,46953
1644,"403 S US Highway 421, Medaryville, IN 47957 USA",41.07789,-86.8927,403,Medaryville,IN,47957
177,"11356 County Road 2, Middlebury, IN 46540 USA",41.7545,-85.6865,11356,Middlebury,IN,46540
188,"11550 Harter Dr, Middlebury, IN 46540 USA",41.74351,-85.6902,11550,Middlebury,IN,46540
68,"1107 W Broadway St, Monticello, IN 47960 USA",40.74455,-86.7818,1107,Monticello,IN,47960
1330,"831 N Main St, Monticello, IN 47960 USA",40.75488,-86.7633,831,Monticello,IN,47960
360,"6500 S State Road 67, Muncie, IN 47302 USA",39.99725,-85.7376,6500,Muncie,IN,47302
424,"2119 State St, New Albany, IN 47150 USA",38.30351,-85.8389,2119,New Albany,IN,47150
808,"1201 Vincennes St, New Albany, IN 47150 USA",38.3001,-85.8143,1201,New Albany,IN,47150
821,"3706 Charlestown Rd, New Albany, IN 47150 USA",38.33523,-85.7981,3706,New Albany,IN,47150
1812,"174 W Jackson St, Parker City, IN 47368 USA",40.19325,-85.2056,174,Parker City,IN,47368
1005,"5 Arnolt Dr, Pierceton, IN 46562 USA",41.20385,-85.7139,5,Pierceton,IN,46562
1007,"1827 N Michigan St, Plymouth, IN 46563 USA",41.3568,-86.3122,1827,Plymouth,IN,46563
1219,"1502 N Meridian St, Portland, IN 47371 USA",40.44694,-84.9785,1502,Portland,IN,47371
334,"610 N 5th St, Rockport, IN 47635 USA",37.89059,-87.05,610,Rockport,IN,47635
956,"821 N Lincoln Rd, Rockville, IN 47872 USA",39.77137,-87.2355,821,Rockville,IN,47872
1540,"11020 US Highway 231 S, Romney, IN 47981 USA",40.25787,-86.9045,11020,Romney,IN,47981
491,"132 S Main St, Rushville, IN 46173 USA",39.60659,-85.4446,132,Rushville,IN,46173
1373,"4971 E State Road 56, Salem, IN 47167 USA",38.65251,-85.9899,4971,Salem,IN,47167
26,"48 North Garner St, Scottsburg, IN 47170 USA",38.68561,-85.7702,48,Scottsburg,IN,47170
1140,"1532 W McClain Ave, Scottsburg, IN 47170 USA",38.68538,-85.793,1532,Scottsburg,IN,47170
1449,"7409 Highway 311, Sellersburg, IN 47172 USA",38.37874,-85.7697,7409,Sellersburg,IN,47172
1737,"4190 State Road 54 W, Springville, IN 47462 USA",38.93191,-86.6198,4190,Springville,IN,47462
654,"516 S Section St, Sullivan, IN 47882 USA",39.08741,-87.4104,516,Sullivan,IN,47882
53,"3407 S US Highway 41, Terre Haute, IN 47802 USA",39.42645,-87.4171,3407,Terre Haute,IN,47802
463,"1831 S 3rd St, Terre Haute, IN 47802 USA",39.44636,-87.4143,1831,Terre Haute,IN,47802
955,"5501 S US Highway 41, Terre Haute, IN 47802 USA",39.40031,-87.4033,5501,Terre Haute,IN,47802
1464,"1400 Poplar St, Terre Haute, IN 47807 USA",39.46323,-87.3947,1400,Terre Haute,IN,47807
1649,"2433 S 3rd St, Terre Haute, IN 47802 USA",39.4403,-87.4143,2433,Terre Haute,IN,47802
1565,"110 E Jefferson St, Tipton, IN 46072 USA",40.28245,-86.041,110,Tipton,IN,46072
1957,"215 E Jefferson St, Tipton, IN 46072 USA",40.28208,-86.0389,215,Tipton,IN,46072
1944,"1575 Hart St, Vincennes, IN 47591 USA",38.67016,-87.5168,1575,Vincennes,IN,47591
197,"917 N Cass St, Wabash, IN 46992 USA",40.81112,-85.8337,917,Wabash,IN,46992
847,"204 Stitt St, Wabash, IN 46992 USA",40.80418,-85.8279,204,Wabash,IN,46992
991,"835 N Cass St, Wabash, IN 46992 USA",40.80888,-85.8312,835,Wabash,IN,46992
1088,"500 Manchester Ave, Wabash, IN 46992 USA",40.81076,-85.8146,500,Wabash,IN,46992
115,"3100 E Center Street Ext, Warsaw, IN 46582 USA",41.24007,-85.8151,3100,Warsaw,IN,46582
1881,"3600 Commerce Dr, Warsaw, IN 46580 USA",41.23098,-85.8035,3600,Warsaw,IN,46580
1064,"930 E Greenville Pike, Winchester, IN 47394 USA",40.16548,-84.9653,930,Winchester,IN,47394
1084,"803 E Washington St, Winchester, IN 47394 USA",40.17242,-84.965,803,Winchester,IN,47394
568,"990 E State Road 64, Winslow, IN 47598 USA",38.33966,-87.2593,990,Winslow,IN,47598
497,"1420 Washington St, Auburn, KS 66402 USA",38.91306,-95.8175,1420,Auburn,KS,66402
1093,"1218 28th St, Belleville, KS 66935 USA",39.81186,-97.6308,1218,Belleville,KS,66935
620,"212 W 5th St, Blue Rapids, KS 66411 USA",39.68261,-96.6625,212,Blue Rapids,KS,66411
50,"1625 S Santa Fe Ave, Chanute, KS 66720 USA",37.66387,-95.453,1625,Chanute,KS,66720
180,"18405 US Highway 50, Cimarron, KS 67835 USA",37.80573,-100.334,18405,Cimarron,KS,67835
671,"13 S Walnut St, Cottonwood Falls, KS 66845 USA",38.36927,-96.5384,13,Cottonwood Falls,KS,66845
761,"805 W Wyatt Earp Blvd, Dodge City, KS 67801 USA",37.75297,-100.025,805,Dodge City,KS,67801
1384,"104 S Elm St, Douglass, KS 67039 USA",37.51922,-97.0076,104,Douglass,KS,67039
1067,"302 Roseport Rd, Elwood, KS 66024 USA",39.74953,-94.873,302,Elwood,KS,66024
553,"1126 E 12th Ave, Emporia, KS 66801 USA",38.41262,-96.1648,1126,Emporia,KS,66801
1166,"1502 Industrial Rd, Emporia, KS 66801 USA",38.41644,-96.2164,1502,Emporia,KS,66801
1024,"618 W State St, Erie, KS 66733 USA",37.57296,-95.2507,618,Erie,KS,66733
1378,"2001 S Main St, Fort Scott, KS 66701 USA",37.81591,-94.7048,2001,Fort Scott,KS,66701
1751,"2204 S Main St, Fort Scott, KS 66701 USA",37.81544,-94.7073,2204,Fort Scott,KS,66701
1292,"513 E 7th St, Galena, KS 66739 USA",37.07519,-94.6343,513,Galena,KS,66739
178,"3413 10th St, Great Bend, KS 67530 USA",38.36137,-98.7858,3413,Great Bend,KS,67530
498,"2400 10th St, Great Bend, KS 67530 USA",38.36188,-98.771,2400,Great Bend,KS,67530
1912,"1928 US Highway 40, Hays, KS 67601 USA",38.89711,-99.3146,1928,Hays,KS,67601
1263,"317 S 4th Ave, Hill City, KS 67642 USA",39.3619,-99.8469,317,Hill City,KS,67642
22,"449 E 15th St, Horton, KS 66439 USA",39.667,-95.5215,449,Horton,KS,66439
1030,"1248 State Highway 99, Howard, KS 67349 USA",37.46846,-96.2506,1248,Howard,KS,67349
156,"216 Oak Ave, Hoxie, KS 67740 USA",39.35713,-100.451,216,Hoxie,KS,67740
1768,"1201 N 9th St, Humboldt, KS 66748 USA",37.82155,-95.4361,1201,Humboldt,KS,66748
698,"1300 E 17th Ave, Hutchinson, KS 67501 USA",38.07344,-97.9062,1300,Hutchinson,KS,67501
817,"510 E 30th Ave, Hutchinson, KS 67502 USA",38.08715,-97.921,510,Hutchinson,KS,67502
1539,"220 E Chestnut St, Junction City, KS 66441 USA",39.02231,-96.827,220,Junction City,KS,66441
1475,"311 S Iliff St, Medicine Lodge, KS 67104 USA",37.27724,-98.5874,311,Medicine Lodge,KS,67104
112,"1528 Main St, Parsons, KS 67357 USA",37.34,-95.2586,1528,Parsons,KS,67357
215,"309 E 9th St, Peabody, KS 66866 USA",38.17492,-97.103,309,Peabody,KS,66866
257,"409 W Franklin St, Pomona, KS 66076 USA",38.60902,-95.458,409,Pomona,KS,66076
137,"2351 S 9th St, Salina, KS 67401 USA",38.79935,-97.6118,2351,Salina,KS,67401
1038,"510 S Broadway Blvd, Salina, KS 67401 USA",38.83208,-97.6256,510,Salina,KS,67401
1203,"520 S Broadway Blvd, Salina, KS 67401 USA",38.83138,-97.6256,520,Salina,KS,67401
501,"600 W Main St, Sedan, KS 67361 USA",37.1275,-96.193,600,Sedan,KS,67361
1766,"101 N Bentley St, Syracuse, KS 67878 USA",37.97865,-101.745,101,Syracuse,KS,67878
1338,"217 E 7th St, Washington, KS 66968 USA",39.81298,-97.0474,217,Washington,KS,66968
1650,"10707 W 21st St N, Wichita, KS 67205 USA",37.72265,-97.4664,10707,Wichita,KS,67205
1969,"2000 Liquitex Ln, Winfield, KS 67156 USA",37.23234,-96.9723,2000,Winfield,KS,67156
1154,"600 N Cross St, Albany, KY 42602 USA",36.69602,-85.1349,600,Albany,KY,42602
1891,"5924 US Route 60, Ashland, KY 41102 USA",38.43675,-82.688,5924,Ashland,KY,41102
58,"975 Bloomfield Rd, Bardstown, KY 40004 USA",37.82455,-85.4381,975,Bardstown,KY,40004
1748,"3200 New Shepherdsville Rd, Bardstown, KY 40004 USA",37.85173,-85.5087,3200,Bardstown,KY,40004
837,"23 Moore Blvd, Barlow, KY 42024 USA",37.04801,-89.0492,23,Barlow,KY,42024
319,"17 Highway 11 South, Beattyville, KY 41311 USA",37.56875,-83.7071,17,Beattyville,KY,41311
73,"5075 Old Mill Rd, Brandenburg, KY 40108 USA",37.93298,-86.0564,5075,Brandenburg,KY,40108
548,"6360 Glasgow Rd, Burkesville, KY 42717 USA",36.81951,-85.46,6360,Burkesville,KY,42717
915,"1200 Columbia Rd, Burkesville, KY 42717 USA",36.80686,-85.3627,1200,Burkesville,KY,42717
1183,"325 Main St, Cadiz, KY 42211 USA",36.86699,-87.815,325,Cadiz,KY,42211
595,"8931 US Highway 68 W, Calvert City, KY 42029 USA",37.00342,-88.5069,8931,Calvert City,KY,42029
899,"2750 Concrete Rd, Carlisle, KY 40311 USA",38.31132,-84.0451,2750,Carlisle,KY,40311
